ordernumber,order_date,ship_date,customer_name_index,channel,currency_code,warehouse_code,delivery_region_index,product_description_index,order_quantity,unit_selling_price,unit_cost,sales,total_cost,profit
SO - 000132,07-06-2019,17-06-2019,35,Distributor,GBP,NXH382,93,5,6,5735.2,4186.696,34411.2,25120.176,9291.024
SO - 0006201,11-06-2019,25-06-2019,10,Distributor,GBP,NXH382,23,9,5,1051.9,452.317,5259.5,2261.585,2997.915
SO - 0001036,17-06-2019,01-07-2019,37,Distributor,GBP,NXH382,44,5,9,1051.9,462.836,9467.1,4165.524,5301.576
SO - 0007220,22-06-2019,30-06-2019,23,Distributor,GBP,NXH382,60,1,6,2639.8,1768.666,15838.8,10611.996,5226.804
SO - 0001714,24-06-2019,29-06-2019,6,Distributor,GBP,NXH382,1,2,9,221.1,97.284,1989.9,875.556,1114.344
SO - 0004000,29-06-2019,16-07-2019,41,Distributor,GBP,NXH382,82,2,9,247.9,176.009,2231.1,1584.081,647.019
SO - 0007392,02-07-2019,09-07-2019,29,Distributor,GBP,NXH382,25,2,8,964.8,742.896,7718.4,5943.168,1775.232
SO - 0004927,11-07-2019,19-07-2019,5,Distributor,GBP,NXH382,84,5,6,3577.8,1645.788,21466.8,9874.728,11592.072
SO - 0008020,11-07-2019,20-07-2019,3,Distributor,GBP,NXH382,100,7,5,1139,785.91,5695,3929.55,1765.45
SO - 0004608,15-07-2019,19-07-2019,35,Distributor,GBP,NXH382,24,7,9,1085.4,922.59,9768.6,8303.31,1465.29
SO - 0006038,21-07-2019,28-07-2019,30,Distributor,GBP,NXH382,78,13,9,3886,2059.58,34974,18536.22,16437.78
SO - 0002467,26-07-2019,30-07-2019,9,Distributor,GBP,NXH382,11,7,5,2472.3,1161.981,12361.5,5809.905,6551.595
SO - 0003467,26-07-2019,03-08-2019,44,Distributor,GBP,NXH382,22,1,7,1058.6,518.714,7410.2,3630.998,3779.202
SO - 000877,27-07-2019,01-08-2019,37,Distributor,GBP,NXH382,63,5,12,1815.7,1434.403,21788.4,17212.836,4575.564
SO - 0007219,02-08-2019,16-08-2019,40,Distributor,GBP,NXH382,87,7,8,3986.5,2750.685,31892,22005.48,9886.52
SO - 000855,04-08-2019,19-08-2019,12,Distributor,GBP,NXH382,19,1,7,2445.5,1222.75,17118.5,8559.25,8559.25
SO - 0006385,04-08-2019,14-08-2019,49,Distributor,GBP,NXH382,13,12,8,3879.3,2715.51,31034.4,21724.08,9310.32
SO - 0002981,10-08-2019,28-08-2019,36,Distributor,GBP,NXH382,3,2,9,3839.1,3263.235,34551.9,29369.115,5182.785
SO - 0003665,11-08-2019,25-08-2019,13,Distributor,GBP,NXH382,66,1,6,1869.3,915.957,11215.8,5495.742,5720.058
SO - 0005302,13-08-2019,24-08-2019,1,Distributor,GBP,NXH382,71,5,12,1755.4,1018.132,21064.8,12217.584,8847.216
SO - 0007742,25-08-2019,30-08-2019,37,Distributor,GBP,NXH382,57,9,9,6043.4,2598.662,54390.6,23387.958,31002.642
SO - 0005490,26-08-2019,29-08-2019,17,Distributor,GBP,NXH382,27,2,8,3879.3,2405.166,31034.4,19241.328,11793.072
SO - 0006571,26-08-2019,05-09-2019,21,Distributor,GBP,NXH382,35,1,11,3973.1,2423.591,43704.1,26659.501,17044.599
SO - 0007115,15-09-2019,19-09-2019,34,Distributor,GBP,FLR025,92,7,10,3886,2914.5,38860,29145,9715
SO - 000292,21-09-2019,28-09-2019,9,Distributor,GBP,FLR025,26,11,6,1025.1,440.793,6150.6,2644.758,3505.842
SO - 0005497,27-09-2019,04-10-2019,44,Distributor,GBP,FLR025,20,4,9,2291.4,1283.184,20622.6,11548.656,9073.944
SO - 0007407,27-09-2019,02-10-2019,46,Distributor,GBP,FLR025,87,13,12,1889.4,963.594,22672.8,11563.128,11109.672
SO - 0002484,03-10-2019,20-10-2019,45,Distributor,GBP,FLR025,86,1,5,1340,924.6,6700,4623,2077
SO - 0003399,05-10-2019,08-10-2019,20,Distributor,GBP,FLR025,66,5,9,1072,814.72,9648,7332.48,2315.52
SO - 0006440,22-10-2019,07-11-2019,37,Distributor,GBP,FLR025,9,1,5,2472.3,1928.394,12361.5,9641.97,2719.53
SO - 000467,26-10-2019,29-10-2019,45,Distributor,GBP,FLR025,78,7,8,2653.2,1857.24,21225.6,14857.92,6367.68
SO - 0004555,31-10-2019,08-11-2019,38,Distributor,GBP,FLR025,30,5,12,167.5,68.675,2010,824.1,1185.9
SO - 000388,05-11-2019,22-11-2019,19,Distributor,GBP,FLR025,24,9,11,1045.2,804.804,11497.2,8852.844,2644.356
SO - 0004720,07-11-2019,20-11-2019,6,Distributor,GBP,FLR025,32,5,9,1058.6,592.816,9527.4,5335.344,4192.056
SO - 000719,14-11-2019,30-11-2019,39,Distributor,GBP,FLR025,96,13,5,3999.9,3039.924,19999.5,15199.62,4799.88
SO - 0003699,26-11-2019,09-12-2019,4,Distributor,GBP,FLR025,44,7,8,6331.5,2975.805,50652,23806.44,26845.56
SO - 0003775,03-01-2017,15-01-2017,5,Distributor,GBP,AXW291,37,2,12,891.1,516.838,10693.2,6202.056,4491.144
SO - 0006962,03-01-2017,10-01-2017,34,Distributor,GBP,AXW291,65,11,9,2720.2,1251.292,24481.8,11261.628,13220.172
SO - 0007054,10-01-2017,18-01-2017,48,Distributor,GBP,AXW291,46,5,8,2525.9,1818.648,20207.2,14549.184,5658.016
SO - 0003422,13-01-2017,20-01-2017,33,Distributor,GBP,AXW291,10,2,11,221.1,121.605,2432.1,1337.655,1094.445
SO - 0004556,16-01-2017,19-01-2017,37,Distributor,GBP,AXW291,16,2,10,1876,1013.04,18760,10130.4,8629.6
SO - 0007641,22-01-2017,25-01-2017,40,Distributor,GBP,AXW291,88,9,10,201,168.84,2010,1688.4,321.6
SO - 0002691,04-02-2017,07-02-2017,1,Distributor,GBP,AXW291,81,7,7,1031.8,588.126,7222.6,4116.882,3105.718
SO - 0005697,04-02-2017,09-02-2017,43,Distributor,GBP,AXW291,80,13,10,1983.2,1189.92,19832,11899.2,7932.8
SO - 0004827,17-02-2017,01-03-2017,14,Distributor,GBP,AXW291,50,11,11,180.9,123.012,1989.9,1353.132,636.768
SO - 0002995,19-02-2017,24-02-2017,16,Distributor,GBP,AXW291,18,9,10,1936.3,929.424,19363,9294.24,10068.76
SO - 0007613,19-02-2017,09-03-2017,32,Distributor,GBP,AXW291,71,13,6,268,152.76,1608,916.56,691.44
SO - 0002442,26-02-2017,05-03-2017,18,Distributor,GBP,AXW291,95,2,9,2304.8,1936.032,20743.2,17424.288,3318.912
SO - 0004793,26-02-2017,02-03-2017,11,Distributor,GBP,AXW291,50,1,12,1795.6,897.8,21547.2,10773.6,10773.6
SO - 000123,27-02-2017,05-03-2017,40,Distributor,GBP,AXW291,39,13,6,3979.8,3064.446,23878.8,18386.676,5492.124
SO - 0002426,27-02-2017,06-03-2017,21,Distributor,GBP,AXW291,16,11,11,268,227.8,2948,2505.8,442.2
SO - 0005956,05-03-2017,17-03-2017,21,Distributor,GBP,AXW291,12,2,7,3892.7,2452.401,27248.9,17166.807,10082.093
SO - 000639,06-03-2017,15-03-2017,41,Distributor,GBP,AXW291,32,7,11,1031.8,505.582,11349.8,5561.402,5788.398
SO - 0002131,06-03-2017,09-03-2017,39,Distributor,GBP,AXW291,81,2,11,1025.1,768.825,11276.1,8457.075,2819.025
SO - 0002994,09-03-2017,27-03-2017,8,Distributor,GBP,AXW291,46,2,9,1132.3,735.995,10190.7,6623.955,3566.745
SO - 0004094,11-03-2017,25-03-2017,19,Distributor,GBP,AXW291,10,9,8,2485.7,1739.99,19885.6,13919.92,5965.68
SO - 0001306,18-03-2017,03-04-2017,9,Distributor,GBP,AXW291,5,9,9,1936.3,1394.136,17426.7,12547.224,4879.476
SO - 000672,21-03-2017,24-03-2017,25,Distributor,GBP,AXW291,20,1,8,1902.8,970.428,15222.4,7763.424,7458.976
SO - 0003608,28-03-2017,01-04-2017,45,Distributor,GBP,AXW291,32,7,9,6398.5,5118.8,57586.5,46069.2,11517.3
SO - 0001870,22-04-2017,26-04-2017,49,Distributor,GBP,AXW291,18,11,5,5226,3396.9,26130,16984.5,9145.5
SO - 000222,24-04-2017,09-05-2017,38,Distributor,GBP,AXW291,6,9,10,958.1,795.223,9581,7952.23,1628.77
SO - 0005298,27-04-2017,06-05-2017,2,Distributor,GBP,AXW291,37,11,7,2586.2,2068.96,18103.4,14482.72,3620.68
SO - 0002114,09-05-2017,20-05-2017,12,Distributor,GBP,AXW291,63,2,9,3510.8,2211.804,31597.2,19906.236,11690.964
SO - 0008066,13-05-2017,31-05-2017,6,Distributor,GBP,AXW291,88,13,10,3906.1,3281.124,39061,32811.24,6249.76
SO - 0004035,14-05-2017,19-05-2017,11,Distributor,GBP,AXW291,92,5,6,5815.6,4129.076,34893.6,24774.456,10119.144
SO - 0002098,21-05-2017,24-05-2017,38,Distributor,GBP,AXW291,9,1,8,5038.4,3526.88,40307.2,28215.04,12092.16
SO - 0007720,03-06-2017,21-06-2017,7,Distributor,GBP,AXW291,91,7,11,214.4,115.776,2358.4,1273.536,1084.864
SO - 000965,05-06-2017,13-06-2017,12,Distributor,GBP,AXW291,85,11,5,1085.4,640.386,5427,3201.93,2225.07
SO - 0005726,12-06-2017,25-06-2017,33,Distributor,GBP,AXW291,38,13,10,5768.7,4268.838,57687,42688.38,14998.62
SO - 0007100,14-06-2017,30-06-2017,33,Distributor,GBP,AXW291,62,11,12,1038.5,851.57,12462,10218.84,2243.16
SO - 0001364,17-06-2017,24-06-2017,32,Distributor,GBP,AXW291,54,7,6,268,155.44,1608,932.64,675.36
SO - 0007316,20-06-2017,03-07-2017,2,Distributor,GBP,AXW291,96,7,7,2793.9,1452.828,19557.3,10169.796,9387.504
SO - 0008086,27-06-2017,02-07-2017,27,Distributor,GBP,AXW291,88,9,9,254.6,137.484,2291.4,1237.356,1054.044
SO - 0005272,03-07-2017,11-07-2017,27,Distributor,GBP,AXW291,85,13,12,174.2,123.682,2090.4,1484.184,606.216
SO - 0001483,06-07-2017,19-07-2017,35,Distributor,GBP,AXW291,30,5,8,3892.7,2763.817,31141.6,22110.536,9031.064
SO - 0001843,25-07-2017,03-08-2017,23,Distributor,GBP,AXW291,45,2,10,3832.4,2567.708,38324,25677.08,12646.92
SO - 0005196,31-07-2017,05-08-2017,26,Distributor,GBP,AXW291,75,7,6,2512.5,1055.25,15075,6331.5,8743.5
SO - 0007995,02-08-2017,15-08-2017,18,Distributor,GBP,AXW291,58,1,10,964.8,781.488,9648,7814.88,1833.12
SO - 0006652,03-08-2017,14-08-2017,25,Distributor,GBP,AXW291,45,2,8,837.5,469,6700,3752,2948
SO - 0001564,06-08-2017,21-08-2017,33,Distributor,GBP,AXW291,94,11,8,991.6,823.028,7932.8,6584.224,1348.576
SO - 0007546,13-08-2017,23-08-2017,43,Distributor,GBP,AXW291,24,7,10,1748.7,1381.473,17487,13814.73,3672.27
SO - 0001935,17-08-2017,24-08-2017,32,Distributor,GBP,AXW291,21,4,9,2887.7,1212.834,25989.3,10915.506,15073.794
SO - 0004073,18-08-2017,30-08-2017,43,Distributor,GBP,AXW291,99,11,8,5956.3,4050.284,47650.4,32402.272,15248.128
SO - 000829,20-08-2017,29-08-2017,33,Distributor,GBP,AXW291,49,11,8,3021.7,1661.935,24173.6,13295.48,10878.12
SO - 0001687,22-08-2017,08-09-2017,19,Distributor,GBP,AXW291,34,5,5,3959.7,2613.402,19798.5,13067.01,6731.49
SO - 0002882,23-08-2017,06-09-2017,1,Distributor,GBP,AXW291,56,13,5,1876,1163.12,9380,5815.6,3564.4
SO - 0003728,27-08-2017,03-09-2017,26,Distributor,GBP,AXW291,3,2,6,5138.9,3597.23,30833.4,21583.38,9250.02
SO - 0006924,27-08-2017,02-09-2017,32,Distributor,GBP,AXW291,33,7,8,5802.2,4177.584,46417.6,33420.672,12996.928
SO - 0001967,05-09-2017,21-09-2017,3,Distributor,GBP,AXW291,65,13,9,1118.9,716.096,10070.1,6444.864,3625.236
SO - 0003862,05-09-2017,09-09-2017,41,Distributor,GBP,AXW291,24,1,6,3966.4,3331.776,23798.4,19990.656,3807.744
SO - 0007068,11-09-2017,15-09-2017,32,Distributor,GBP,AXW291,34,7,8,2331.6,1865.28,18652.8,14922.24,3730.56
SO - 0005393,15-09-2017,21-09-2017,48,Distributor,GBP,AXW291,61,1,8,951.4,732.578,7611.2,5860.624,1750.576
SO - 0004759,23-09-2017,04-10-2017,2,Distributor,GBP,AXW291,79,1,7,3309.8,1886.586,23168.6,13206.102,9962.498
SO - 000820,05-10-2017,17-10-2017,42,Distributor,GBP,AXW291,86,7,7,227.8,93.398,1594.6,653.786,940.814
SO - 000558,06-10-2017,12-10-2017,35,Distributor,GBP,AXW291,9,13,6,2298.1,1539.727,13788.6,9238.362,4550.238
SO - 0004430,13-10-2017,27-10-2017,3,Distributor,GBP,AXW291,98,3,10,5071.9,3246.016,50719,32460.16,18258.84
SO - 0002056,17-10-2017,28-10-2017,25,Distributor,GBP,AXW291,43,7,9,5701.7,4789.428,51315.3,43104.852,8210.448
SO - 0001949,18-10-2017,24-10-2017,32,Distributor,GBP,AXW291,8,13,11,6425.3,3212.65,70678.3,35339.15,35339.15
SO - 0007741,21-10-2017,31-10-2017,41,Distributor,GBP,AXW291,47,8,12,3658.2,2780.232,43898.4,33362.784,10535.616
SO - 0004397,26-10-2017,04-11-2017,6,Distributor,GBP,AXW291,47,1,10,227.8,97.954,2278,979.54,1298.46
SO - 0002187,27-10-2017,14-11-2017,32,Distributor,GBP,AXW291,50,1,11,3979.8,1989.9,43777.8,21888.9,21888.9
SO - 0006978,29-10-2017,01-11-2017,16,Distributor,GBP,AXW291,5,2,11,5480.6,3288.36,60286.6,36171.96,24114.64
SO - 0007832,02-11-2017,10-11-2017,2,Distributor,GBP,AXW291,66,13,11,1266.3,848.421,13929.3,9332.631,4596.669
SO - 0005299,18-11-2017,30-11-2017,8,Distributor,GBP,AXW291,56,7,7,5909.4,4432.05,41365.8,31024.35,10341.45
SO - 0002008,19-11-2017,28-11-2017,27,Distributor,GBP,AXW291,88,5,9,783.9,470.34,7055.1,4233.06,2822.04
SO - 0001525,05-12-2017,13-12-2017,17,Distributor,GBP,AXW291,45,11,6,2438.8,1999.816,14632.8,11998.896,2633.904
SO - 000766,09-12-2017,15-12-2017,27,Distributor,GBP,AXW291,38,11,12,3839.1,2725.761,46069.2,32709.132,13360.068
SO - 0005338,14-12-2017,31-12-2017,23,Distributor,GBP,AXW291,84,14,5,3825.7,2257.163,19128.5,11285.815,7842.685
SO - 0005991,15-12-2017,21-12-2017,18,Distributor,GBP,AXW291,92,7,10,1072,428.8,10720,4288,6432
SO - 0008084,21-12-2017,05-01-2018,44,Distributor,GBP,AXW291,86,11,7,3959.7,2930.178,27717.9,20511.246,7206.654
SO - 0006977,27-12-2017,02-01-2018,5,Distributor,GBP,AXW291,85,1,5,167.5,73.7,837.5,368.5,469
SO - 0002980,03-01-2018,21-01-2018,30,Distributor,GBP,AXW291,57,1,11,984.9,778.071,10833.9,8558.781,2275.119
SO - 000950,05-01-2018,19-01-2018,19,Distributor,GBP,AXW291,87,1,7,830.8,515.096,5815.6,3605.672,2209.928
SO - 0005224,10-01-2018,14-01-2018,9,Distributor,GBP,AXW291,71,14,8,5554.3,4276.811,44434.4,34214.488,10219.912
SO - 0007349,12-01-2018,29-01-2018,18,Distributor,GBP,AXW291,12,1,6,1112.2,656.198,6673.2,3937.188,2736.012
SO - 000705,19-01-2018,04-02-2018,16,Distributor,GBP,AXW291,58,13,6,1728.6,916.158,10371.6,5496.948,4874.652
SO - 0006135,20-01-2018,26-01-2018,25,Distributor,GBP,AXW291,80,7,5,5681.6,4829.36,28408,24146.8,4261.2
SO - 0003296,29-01-2018,12-02-2018,18,Distributor,GBP,AXW291,93,1,7,2512.5,2110.5,17587.5,14773.5,2814
SO - 0007896,30-01-2018,17-02-2018,40,Distributor,GBP,AXW291,17,11,12,2257.9,1716.004,27094.8,20592.048,6502.752
SO - 0002057,05-02-2018,18-02-2018,40,Distributor,GBP,AXW291,39,14,12,3919.5,1567.8,47034,18813.6,28220.4
SO - 0003510,11-02-2018,22-02-2018,24,Distributor,GBP,AXW291,90,13,11,1085.4,542.7,11939.4,5969.7,5969.7
SO - 000721,14-02-2018,24-02-2018,35,Distributor,GBP,AXW291,78,7,9,5447.1,4248.738,49023.9,38238.642,10785.258
SO - 0004565,20-02-2018,02-03-2018,19,Distributor,GBP,AXW291,81,10,6,1715.2,1183.488,10291.2,7100.928,3190.272
SO - 0007906,07-03-2018,10-03-2018,50,Distributor,GBP,AXW291,29,7,8,6478.9,4405.652,51831.2,35245.216,16585.984
SO - 0006603,08-03-2018,22-03-2018,18,Distributor,GBP,AXW291,23,2,12,3664.9,1795.801,43978.8,21549.612,22429.188
SO - 0007943,13-03-2018,25-03-2018,22,Distributor,GBP,AXW291,39,5,12,1005,492.45,12060,5909.4,6150.6
SO - 0003259,17-03-2018,25-03-2018,5,Distributor,GBP,AXW291,3,11,8,6358.3,5023.057,50866.4,40184.456,10681.944
SO - 0004245,27-03-2018,13-04-2018,22,Distributor,GBP,AXW291,60,1,12,3973.1,3019.556,47677.2,36234.672,11442.528
SO - 0003783,01-04-2018,08-04-2018,28,Distributor,GBP,AXW291,12,14,10,1005,623.1,10050,6231,3819
SO - 0005855,01-04-2018,12-04-2018,16,Distributor,GBP,AXW291,3,1,11,3899.4,2456.622,42893.4,27022.842,15870.558
SO - 0005780,03-04-2018,19-04-2018,42,Distributor,GBP,AXW291,76,4,11,1078.7,787.451,11865.7,8661.961,3203.739
SO - 0002169,16-04-2018,23-04-2018,30,Distributor,GBP,AXW291,67,6,11,1118.9,794.419,12307.9,8738.609,3569.291
SO - 0004907,17-04-2018,29-04-2018,47,Distributor,GBP,AXW291,49,1,11,1139,660.62,12529,7266.82,5262.18
SO - 0007495,19-04-2018,02-05-2018,24,Distributor,GBP,AXW291,68,2,8,696.8,292.656,5574.4,2341.248,3233.152
SO - 000251,23-04-2018,02-05-2018,25,Distributor,GBP,AXW291,14,1,10,221.1,185.724,2211,1857.24,353.76
SO - 0005737,26-04-2018,05-05-2018,34,Distributor,GBP,AXW291,65,8,11,3564.4,1639.624,39208.4,18035.864,21172.536
SO - 0001817,27-04-2018,14-05-2018,12,Distributor,GBP,AXW291,99,14,8,1125.6,562.8,9004.8,4502.4,4502.4
SO - 0005357,04-05-2018,15-05-2018,41,Distributor,GBP,AXW291,70,5,8,1085.4,759.78,8683.2,6078.24,2604.96
SO - 0007529,16-05-2018,25-05-2018,3,Distributor,GBP,AXW291,93,11,5,5165.7,4235.874,25828.5,21179.37,4649.13
SO - 0001861,19-05-2018,06-06-2018,3,Wholesale,GBP,GUT930,2,13,12,1963.1,1217.122,23557.2,14605.464,8951.736
SO - 0007358,20-05-2018,06-06-2018,47,Wholesale,GBP,GUT930,8,7,6,3705.1,2964.08,22230.6,17784.48,4446.12
SO - 0003206,21-05-2018,27-05-2018,41,Wholesale,GBP,GUT930,46,5,12,1058.6,476.37,12703.2,5716.44,6986.76
SO - 0006170,24-05-2018,28-05-2018,26,Wholesale,GBP,GUT930,43,13,5,938,684.74,4690,3423.7,1266.3
SO - 0004451,29-05-2018,16-06-2018,10,Wholesale,GBP,GUT930,94,13,12,6559.3,5444.219,78711.6,65330.628,13380.972
SO - 0007348,02-06-2018,19-06-2018,43,Wholesale,GBP,GUT930,64,7,11,1835.8,844.468,20193.8,9289.148,10904.652
SO - 0001678,04-06-2018,13-06-2018,34,Wholesale,GBP,GUT930,36,9,10,268,171.52,2680,1715.2,964.8
SO - 000648,05-06-2018,14-06-2018,39,Wholesale,GBP,GUT930,88,2,7,1996.6,1237.892,13976.2,8665.244,5310.956
SO - 0002706,15-06-2018,28-06-2018,47,Wholesale,GBP,GUT930,3,13,7,3731.9,1604.717,26123.3,11233.019,14890.281
SO - 0007758,15-06-2018,30-06-2018,20,Wholesale,GBP,GUT930,46,7,9,3088.7,2192.977,27798.3,19736.793,8061.507
SO - 0005771,18-06-2018,28-06-2018,37,Wholesale,GBP,GUT930,54,1,7,1092.1,589.734,7644.7,4128.138,3516.562
SO - 0004346,19-06-2018,25-06-2018,9,Wholesale,GBP,GUT930,46,7,10,1273,509.2,12730,5092,7638
SO - 0002106,22-06-2018,05-07-2018,11,Wholesale,GBP,GUT930,46,2,12,2653.2,1804.176,31838.4,21650.112,10188.288
SO - 0003826,26-06-2018,07-07-2018,16,Wholesale,GBP,GUT930,60,11,5,897.8,619.482,4489,3097.41,1391.59
SO - 0006827,30-06-2018,14-07-2018,18,Wholesale,GBP,GUT930,24,10,8,2860.9,1773.758,22887.2,14190.064,8697.136
SO - 0001391,01-07-2018,09-07-2018,27,Wholesale,GBP,GUT930,48,9,10,3912.8,1995.528,39128,19955.28,19172.72
SO - 0004684,05-07-2018,22-07-2018,17,Wholesale,GBP,GUT930,81,2,12,1125.6,551.544,13507.2,6618.528,6888.672
SO - 0007820,11-07-2018,21-07-2018,4,Wholesale,GBP,GUT930,68,1,7,837.5,544.375,5862.5,3810.625,2051.875
SO - 0003489,13-07-2018,29-07-2018,17,Wholesale,GBP,GUT930,46,11,12,1159.1,846.143,13909.2,10153.716,3755.484
SO - 0003280,16-07-2018,26-07-2018,2,Wholesale,GBP,GUT930,41,6,9,6009.9,4026.633,54089.1,36239.697,17849.403
SO - 0007113,17-07-2018,25-07-2018,43,Wholesale,GBP,GUT930,94,11,9,991.6,763.532,8924.4,6871.788,2052.612
SO - 0004067,20-07-2018,23-07-2018,39,Wholesale,GBP,GUT930,73,1,5,1025.1,625.311,5125.5,3126.555,1998.945
SO - 000846,21-07-2018,01-08-2018,27,Wholesale,GBP,GUT930,100,11,7,2887.7,1530.481,20213.9,10713.367,9500.533
SO - 0004909,27-07-2018,13-08-2018,31,Wholesale,GBP,GUT930,29,1,12,234.5,143.045,2814,1716.54,1097.46
SO - 0002815,31-07-2018,04-08-2018,4,Wholesale,GBP,GUT930,90,11,7,1011.7,445.148,7081.9,3116.036,3965.864
SO - 0006436,31-07-2018,14-08-2018,31,Wholesale,GBP,GUT930,92,5,12,1782.2,1372.294,21386.4,16467.528,4918.872
SO - 0007334,12-08-2018,22-08-2018,21,Wholesale,GBP,GUT930,90,7,9,214.4,135.072,1929.6,1215.648,713.952
SO - 0007712,13-08-2018,26-08-2018,45,Wholesale,GBP,GUT930,73,1,10,3289.7,1677.747,32897,16777.47,16119.53
SO - 0004450,23-08-2018,08-09-2018,36,Wholesale,GBP,GUT930,18,12,10,1025.1,666.315,10251,6663.15,3587.85
SO - 0002289,27-08-2018,09-09-2018,35,Wholesale,GBP,GUT930,65,5,8,2432.1,1799.754,19456.8,14398.032,5058.768
SO - 0005801,28-08-2018,12-09-2018,12,Wholesale,GBP,GUT930,37,5,12,3966.4,2498.832,47596.8,29985.984,17610.816
SO - 0002982,29-08-2018,05-09-2018,49,Wholesale,GBP,GUT930,9,10,11,1085.4,575.262,11939.4,6327.882,5611.518
SO - 0001504,04-09-2018,14-09-2018,25,Wholesale,GBP,GUT930,15,11,11,2519.2,1184.024,27711.2,13024.264,14686.936
SO - 0003682,07-09-2018,19-09-2018,42,Wholesale,GBP,GUT930,65,1,10,951.4,627.924,9514,6279.24,3234.76
SO - 0006975,08-09-2018,16-09-2018,29,Wholesale,GBP,GUT930,76,2,12,683.4,492.048,8200.8,5904.576,2296.224
SO - 0008056,09-09-2018,21-09-2018,15,Wholesale,GBP,GUT930,46,11,12,1909.5,916.56,22914,10998.72,11915.28
SO - 0002968,10-09-2018,24-09-2018,42,Wholesale,GBP,GUT930,88,7,9,3912.8,3091.112,35215.2,27820.008,7395.192
SO - 0006730,14-09-2018,30-09-2018,44,Wholesale,GBP,GUT930,80,14,11,2452.2,1029.924,26974.2,11329.164,15645.036
SO - 000486,18-09-2018,29-09-2018,23,Wholesale,GBP,GUT930,39,1,5,837.5,469,4187.5,2345,1842.5
SO - 0007806,19-09-2018,02-10-2018,10,Wholesale,GBP,GUT930,65,2,5,1125.6,562.8,5628,2814,2814
SO - 000782,20-09-2018,27-09-2018,31,Wholesale,GBP,GUT930,87,1,10,3644.8,1968.192,36448,19681.92,16766.08
SO - 0005466,20-09-2018,25-09-2018,22,Wholesale,GBP,GUT930,76,13,5,167.5,72.025,837.5,360.125,477.375
SO - 000322,21-09-2018,26-09-2018,18,Wholesale,GBP,GUT930,10,5,11,2412,1013.04,26532,11143.44,15388.56
SO - 0004796,21-09-2018,04-10-2018,34,Wholesale,GBP,GUT930,94,13,9,2572.8,1878.144,23155.2,16903.296,6251.904
SO - 0004186,22-09-2018,29-09-2018,29,Wholesale,GBP,GUT930,60,7,10,1185.9,723.399,11859,7233.99,4625.01
SO - 0007462,27-09-2018,03-10-2018,48,Wholesale,GBP,GUT930,81,11,7,2338.3,1823.874,16368.1,12767.118,3600.982
SO - 0003101,01-10-2018,17-10-2018,22,Wholesale,GBP,GUT930,42,1,10,884.4,512.952,8844,5129.52,3714.48
SO - 0002263,02-10-2018,07-10-2018,37,Wholesale,GBP,GUT930,56,2,10,978.2,449.972,9782,4499.72,5282.28
SO - 0001774,03-10-2018,18-10-2018,17,Wholesale,GBP,GUT930,12,1,5,5105.4,3982.212,25527,19911.06,5615.94
SO - 0006125,04-10-2018,08-10-2018,33,Wholesale,GBP,GUT930,27,2,11,1815.7,726.28,19972.7,7989.08,11983.62
SO - 0001130,13-10-2018,22-10-2018,47,Wholesale,GBP,GUT930,14,2,9,1065.3,521.997,9587.7,4697.973,4889.727
SO - 0002951,13-10-2018,26-10-2018,29,Wholesale,GBP,GUT930,49,2,7,1849.2,1294.44,12944.4,9061.08,3883.32
SO - 0006066,22-10-2018,27-10-2018,21,Wholesale,GBP,GUT930,7,11,11,817.4,580.354,8991.4,6383.894,2607.506
SO - 0004199,23-10-2018,03-11-2018,8,Wholesale,GBP,GUT930,46,2,8,1936.3,1006.876,15490.4,8055.008,7435.392
SO - 0001628,28-10-2018,01-11-2018,25,Wholesale,GBP,GUT930,38,1,10,2599.6,2001.692,25996,20016.92,5979.08
SO - 0007867,28-10-2018,07-11-2018,3,Wholesale,GBP,GUT930,50,13,5,1768.8,884.4,8844,4422,4422
SO - 0002542,30-10-2018,03-11-2018,44,Wholesale,GBP,GUT930,99,7,5,5594.5,2629.415,27972.5,13147.075,14825.425
SO - 0005927,31-10-2018,13-11-2018,19,Wholesale,GBP,GUT930,1,8,9,221.1,161.403,1989.9,1452.627,537.273
SO - 0002149,03-11-2018,20-11-2018,33,Wholesale,GBP,GUT930,77,11,6,5641.4,3272.012,33848.4,19632.072,14216.328
SO - 0007306,06-11-2018,20-11-2018,9,Wholesale,GBP,GUT930,14,1,9,2432.1,1240.371,21888.9,11163.339,10725.561
SO - 000177,11-11-2018,16-11-2018,33,Wholesale,GBP,GUT930,93,7,7,1011.7,799.243,7081.9,5594.701,1487.199
SO - 0002999,11-11-2018,22-11-2018,34,Wholesale,GBP,GUT930,55,11,6,1333.3,599.985,7999.8,3599.91,4399.89
SO - 0005885,14-11-2018,23-11-2018,49,Wholesale,GBP,GUT930,15,11,11,1132.3,634.088,12455.3,6974.968,5480.332
SO - 0006418,16-11-2018,30-11-2018,12,Wholesale,GBP,GUT930,12,8,12,214.4,143.648,2572.8,1723.776,849.024
SO - 0001994,20-11-2018,03-12-2018,43,Wholesale,GBP,GUT930,25,5,7,904.5,397.98,6331.5,2785.86,3545.64
SO - 0004641,23-11-2018,10-12-2018,22,Wholesale,GBP,GUT930,51,2,10,1051.9,662.697,10519,6626.97,3892.03
SO - 000160,27-11-2018,05-12-2018,33,Wholesale,GBP,GUT930,6,5,11,3892.7,2880.598,42819.7,31686.578,11133.122
