OrderNumber,Order_Date,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Selling Price,Unit Cost,Sales,Total Cost,Profit
"SO - 0007988",2017-04-28 00:00:00.000,2017-05-12 00:00:00.000,41,"Wholesale","EUR","AXW291",85,10,5,221.1,145.92600000000002,1105.5,729.63000000000011,375.86999999999989
"SO - 0006902",2017-04-29 00:00:00.000,2017-05-11 00:00:00.000,38,"Wholesale","EUR","AXW291",63,13,5,1005,592.94999999999993,5025,2964.7499999999995,2060.2500000000005
"SO - 0004274",2017-05-01 00:00:00.000,2017-05-13 00:00:00.000,32,"Wholesale","EUR","AXW291",33,2,12,1929.6000000000001,1003.392,23155.2,12040.704000000002,11114.496
"SO - 0004447",2017-05-02 00:00:00.000,2017-05-14 00:00:00.000,13,"Wholesale","EUR","AXW291",37,14,12,1005,623.1,12060,7477.2000000000007,4582.7999999999993
"SO - 0002262",2017-05-03 00:00:00.000,2017-05-17 00:00:00.000,35,"Wholesale","EUR","AXW291",72,7,8,1132.3,702.026,9058.4,5616.208,3442.192
"SO - 0005206",2017-05-03 00:00:00.000,2017-05-09 00:00:00.000,43,"Wholesale","EUR","AXW291",73,10,7,5038.4000000000005,2418.4320000000002,35268.8,16929.024,18339.776
"SO - 0005312",2017-05-11 00:00:00.000,2017-05-24 00:00:00.000,36,"Wholesale","EUR","AXW291",77,1,5,971.5,650.90500000000009,4857.5,3254.5250000000005,1602.9749999999995
"SO - 0006355",2017-05-12 00:00:00.000,2017-05-28 00:00:00.000,27,"Wholesale","EUR","AXW291",44,4,9,1118.9,525.883,10070.1,4732.947,5337.153
"SO - 0001826",2017-05-13 00:00:00.000,2017-05-25 00:00:00.000,33,"Wholesale","EUR","AXW291",6,4,7,2458.9,1524.518,17212.3,10671.626,6540.6739999999991
"SO - 0005216",2017-05-23 00:00:00.000,2017-06-08 00:00:00.000,10,"Wholesale","EUR","AXW291",67,1,6,951.4,589.86799999999994,5708.4,3539.2079999999996,2169.192
"SO - 0005157",2017-05-29 00:00:00.000,2017-06-14 00:00:00.000,2,"Wholesale","EUR","AXW291",56,1,9,3812.3,1601.166,34310.700000000004,14410.493999999999,19900.206000000006
"SO - 0006352",2017-05-29 00:00:00.000,2017-06-02 00:00:00.000,11,"Wholesale","EUR","AXW291",5,5,5,1976.5,1600.9650000000001,9882.5,8004.8250000000007,1877.6749999999993
"SO - 000711",2017-05-31 00:00:00.000,2017-06-07 00:00:00.000,42,"Wholesale","EUR","AXW291",22,7,5,2519.2000000000003,1309.9840000000002,12596.000000000002,6549.920000000001,6046.0800000000008
"SO - 0002526",2017-06-04 00:00:00.000,2017-06-19 00:00:00.000,17,"Wholesale","EUR","AXW291",37,6,5,1118.9,850.364,5594.5,4251.82,1342.6800000000003
"SO - 0001188",2017-06-08 00:00:00.000,2017-06-21 00:00:00.000,17,"Wholesale","EUR","AXW291",13,5,6,1025.1000000000001,789.32700000000011,6150.6,4735.962,1414.638
"SO - 0004635",2017-06-10 00:00:00.000,2017-06-19 00:00:00.000,12,"Wholesale","EUR","AXW291",95,11,11,3437.1,2887.1639999999998,37808.1,31758.803999999996,6049.2960000000021
"SO - 0006473",2017-06-18 00:00:00.000,2017-06-28 00:00:00.000,14,"Wholesale","EUR","AXW291",13,7,9,964.80000000000007,482.40000000000003,8683.2,4341.6,4341.6
"SO - 0001438",2017-06-22 00:00:00.000,2017-07-01 00:00:00.000,33,"Wholesale","EUR","AXW291",87,7,6,3966.4,1784.88,23798.4,10709.28,13089.12
"SO - 0007905",2017-06-22 00:00:00.000,2017-06-26 00:00:00.000,14,"Wholesale","EUR","AXW291",26,2,10,1688.4,1418.256,16884,14182.560000000001,2701.4399999999987
"SO - 0001098",2017-06-27 00:00:00.000,2017-07-15 00:00:00.000,30,"Wholesale","EUR","AXW291",9,13,11,1675,1155.75,18425,12713.25,5711.75
"SO - 0001500",2017-06-28 00:00:00.000,2017-07-10 00:00:00.000,47,"Wholesale","EUR","AXW291",45,7,5,1842.5,1308.175,9212.5,6540.875,2671.625
"SO - 0001402",2017-07-06 00:00:00.000,2017-07-18 00:00:00.000,34,"Wholesale","EUR","AXW291",40,13,6,2264.6,1494.636,13587.599999999999,8967.8159999999989,4619.784
"SO - 0006783",2017-07-11 00:00:00.000,2017-07-24 00:00:00.000,48,"Wholesale","EUR","AXW291",17,5,12,2666.6,1626.626,31999.199999999997,19519.512,12479.687999999998
"SO - 000304",2017-07-12 00:00:00.000,2017-07-25 00:00:00.000,5,"Wholesale","EUR","AXW291",93,2,11,1902.8,970.428,20930.8,10674.708,10256.091999999999
"SO - 0003518",2017-07-15 00:00:00.000,2017-07-29 00:00:00.000,12,"Wholesale","EUR","AXW291",10,10,5,247.9,146.261,1239.5,731.305,508.19500000000005
"SO - 0004844",2017-07-18 00:00:00.000,2017-07-23 00:00:00.000,21,"Wholesale","EUR","AXW291",96,7,6,1005,472.34999999999997,6030,2834.1,3195.9
"SO - 0004889",2017-07-18 00:00:00.000,2017-08-05 00:00:00.000,28,"Wholesale","EUR","AXW291",96,5,10,1809,1193.94,18090,11939.400000000001,6150.5999999999985
"SO - 0003551",2017-07-27 00:00:00.000,2017-08-04 00:00:00.000,49,"Wholesale","EUR","AXW291",85,5,8,5420.3,3577.398,43362.4,28619.184,14743.216
"SO - 0006251",2017-07-31 00:00:00.000,2017-08-18 00:00:00.000,44,"Wholesale","EUR","AXW291",57,1,6,984.9,512.148,5909.4,3072.888,2836.5119999999997
"SO - 000789",2017-08-02 00:00:00.000,2017-08-16 00:00:00.000,8,"Wholesale","EUR","AXW291",88,2,9,3939.6,2127.384,35456.4,19146.456,16309.944000000003
"SO - 0001656",2017-08-02 00:00:00.000,2017-08-16 00:00:00.000,31,"Wholesale","EUR","AXW291",67,5,9,1045.2,533.052,9406.8000000000011,4797.468,4609.3320000000012
"SO - 000333",2017-08-07 00:00:00.000,2017-08-11 00:00:00.000,20,"Wholesale","EUR","AXW291",10,2,8,1185.9,948.72000000000014,9487.2,7589.7600000000011,1897.4399999999996
"SO - 0006336",2017-08-07 00:00:00.000,2017-08-25 00:00:00.000,46,"Wholesale","EUR","AXW291",28,3,7,2934.6,2230.296,20542.2,15612.071999999998,4930.1280000000024
"SO - 0005110",2017-08-18 00:00:00.000,2017-08-22 00:00:00.000,24,"Wholesale","EUR","AXW291",79,7,9,1969.8,1536.444,17728.2,13827.996,3900.2040000000015
"SO - 0003685",2017-08-24 00:00:00.000,2017-09-02 00:00:00.000,17,"Wholesale","EUR","AXW291",26,2,12,2532.6,1646.19,30391.199999999997,19754.28,10636.919999999998
"SO - 0005036",2017-08-28 00:00:00.000,2017-09-14 00:00:00.000,39,"Wholesale","EUR","AXW291",19,2,8,3128.9,1439.294,25031.2,11514.352,13516.848
"SO - 0004698",2017-08-30 00:00:00.000,2017-09-05 00:00:00.000,25,"Wholesale","EUR","AXW291",84,1,8,3953,1818.38,31624,14547.04,17076.96
"SO - 0002774",2017-09-03 00:00:00.000,2017-09-17 00:00:00.000,2,"Wholesale","EUR","AXW291",72,2,6,3886,1981.8600000000001,23316,11891.16,11424.84
"SO - 0005310",2017-09-03 00:00:00.000,2017-09-08 00:00:00.000,39,"Wholesale","EUR","AXW291",51,1,12,1165.8,722.79599999999994,13989.599999999999,8673.552,5316.0479999999989
"SO - 0003951",2017-09-04 00:00:00.000,2017-09-16 00:00:00.000,47,"Wholesale","EUR","AXW291",77,1,6,261.3,177.68400000000003,1567.8000000000002,1066.1040000000003,501.69599999999991
"SO - 0002703",2017-09-05 00:00:00.000,2017-09-11 00:00:00.000,50,"Wholesale","EUR","AXW291",48,13,8,2854.2000000000003,1427.1000000000001,22833.600000000002,11416.800000000001,11416.800000000001
"SO - 0001812",2017-09-11 00:00:00.000,2017-09-18 00:00:00.000,10,"Wholesale","EUR","AXW291",92,7,12,2780.5,1390.25,33366,16683,16683
"SO - 0002164",2017-09-12 00:00:00.000,2017-09-26 00:00:00.000,25,"Wholesale","EUR","AXW291",45,13,11,3772.1,3093.122,41493.1,34024.342,7468.7580000000016
"SO - 0001899",2017-09-18 00:00:00.000,2017-09-27 00:00:00.000,14,"Wholesale","EUR","AXW291",38,14,11,1105.5,442.20000000000005,12160.5,4864.2000000000007,7296.2999999999993
"SO - 0003254",2017-10-07 00:00:00.000,2017-10-14 00:00:00.000,7,"Wholesale","EUR","AXW291",9,7,7,777.2,528.49600000000009,5440.4000000000015,3699.4720000000007,1740.9279999999999
"SO - 0006115",2017-10-07 00:00:00.000,2017-10-24 00:00:00.000,14,"Wholesale","EUR","AXW291",49,5,6,1072,825.44,6432,4952.64,1479.3599999999997
"SO - 0001740",2017-10-11 00:00:00.000,2017-10-17 00:00:00.000,45,"Wholesale","EUR","AXW291",82,1,5,1065.3,639.18,5326.5,3195.8999999999996,2130.6000000000004
"SO - 0007379",2017-10-14 00:00:00.000,2017-10-24 00:00:00.000,2,"Wholesale","EUR","AXW291",60,2,9,1728.6000000000001,933.44400000000019,15557.400000000001,8400.996000000001,7156.404
"SO - 0006817",2017-10-16 00:00:00.000,2017-10-27 00:00:00.000,46,"Wholesale","EUR","AXW291",28,3,6,5460.5,2839.46,32763,17036.760000000002,15726.239999999998
"SO - 000195",2017-10-18 00:00:00.000,2017-11-03 00:00:00.000,17,"Wholesale","EUR","AXW291",46,7,8,1092.1000000000001,436.84000000000009,8736.8000000000011,3494.7200000000007,5242.08
"SO - 0003021",2017-10-18 00:00:00.000,2017-10-23 00:00:00.000,9,"Wholesale","EUR","AXW291",42,11,8,897.80000000000007,421.966,7182.4000000000015,3375.728,3806.6720000000005
"SO - 000947",2017-10-21 00:00:00.000,2017-10-27 00:00:00.000,48,"Wholesale","EUR","AXW291",70,9,11,2298.1,988.183,25279.1,10870.012999999999,14409.087
"SO - 0001451",2017-10-21 00:00:00.000,2017-10-28 00:00:00.000,34,"Wholesale","EUR","AXW291",74,2,8,1943,777.2,15544,6217.6,9326.4
"SO - 0007955",2017-10-22 00:00:00.000,2017-10-27 00:00:00.000,3,"Wholesale","EUR","AXW291",74,8,10,174.20000000000002,85.358,1742.0000000000002,853.58,888.42000000000019
"SO - 000940",2017-10-23 00:00:00.000,2017-11-06 00:00:00.000,7,"Wholesale","EUR","AXW291",11,11,8,897.80000000000007,511.746,7182.4000000000015,4093.968,3088.4320000000007
"SO - 000157",2017-10-27 00:00:00.000,2017-11-09 00:00:00.000,28,"Wholesale","EUR","AXW291",29,3,5,3557.7000000000003,1814.4270000000001,17788.5,9072.135,8716.365
"SO - 0005626",2017-11-03 00:00:00.000,2017-11-06 00:00:00.000,27,"Wholesale","EUR","AXW291",41,14,6,187.6,93.8,1125.6,562.8,562.8
"SO - 0005383",2017-11-04 00:00:00.000,2017-11-11 00:00:00.000,45,"Wholesale","EUR","AXW291",54,9,7,877.7,526.62,6143.9000000000015,3686.34,2457.5600000000004
"SO - 0003832",2017-11-07 00:00:00.000,2017-11-25 00:00:00.000,31,"Wholesale","EUR","AXW291",24,2,11,1815.7,980.47800000000007,19972.7,10785.258000000002,9187.442
"SO - 0005707",2017-11-07 00:00:00.000,2017-11-13 00:00:00.000,41,"Wholesale","EUR","AXW291",6,5,6,5165.7,2737.821,30994.199999999997,16426.926,14567.273999999998
"SO - 0005366",2017-11-23 00:00:00.000,2017-12-09 00:00:00.000,16,"Wholesale","EUR","AXW291",73,5,12,6559.3,3279.65,78711.6,39355.8,39355.8
"SO - 0002893",2017-11-25 00:00:00.000,2017-12-06 00:00:00.000,6,"Wholesale","EUR","AXW291",73,13,9,1688.4,861.08400000000006,15195.6,7749.756,7445.844
"SO - 0006068",2017-12-03 00:00:00.000,2017-12-06 00:00:00.000,48,"Wholesale","EUR","AXW291",34,5,7,2458.9,1303.217,17212.3,9122.519,8089.780999999999
"SO - 0003213",2017-12-17 00:00:00.000,2018-01-02 00:00:00.000,13,"Wholesale","EUR","AXW291",64,1,10,690.1,324.347,6901,3243.47,3657.53
"SO - 0007226",2017-12-18 00:00:00.000,2017-12-28 00:00:00.000,35,"Wholesale","EUR","AXW291",74,11,5,1092.1000000000001,797.23300000000006,5460.5000000000009,3986.1650000000004,1474.3350000000005
"SO - 0004221",2017-12-21 00:00:00.000,2018-01-04 00:00:00.000,36,"Wholesale","EUR","AXW291",92,5,8,3906.1,2538.965,31248.8,20311.72,10937.079999999998
"SO - 0001575",2017-12-22 00:00:00.000,2017-12-29 00:00:00.000,50,"Wholesale","EUR","AXW291",76,7,5,1922.9,1211.4270000000001,9614.5,6057.135,3557.365
"SO - 0006434",2017-12-22 00:00:00.000,2018-01-03 00:00:00.000,5,"Wholesale","EUR","AXW291",28,7,7,5654.8,3110.1400000000003,39583.6,21770.980000000003,17812.619999999995
"SO - 000300",2018-01-01 00:00:00.000,2018-01-14 00:00:00.000,38,"Wholesale","EUR","AXW291",42,11,11,1005,522.6,11055,5748.6,5306.4
"SO - 000728",2018-01-02 00:00:00.000,2018-01-14 00:00:00.000,21,"Wholesale","EUR","AXW291",85,7,5,1876,1500.8000000000002,9380,7504.0000000000009,1875.9999999999991
"SO - 0001668",2018-01-02 00:00:00.000,2018-01-17 00:00:00.000,42,"Wholesale","EUR","AXW291",20,10,8,5621.3,3541.4190000000003,44970.4,28331.352000000003,16639.048
"SO - 0005158",2018-01-04 00:00:00.000,2018-01-08 00:00:00.000,20,"Wholesale","EUR","AXW291",85,7,5,1058.6000000000001,571.64400000000012,5293.0000000000009,2858.2200000000007,2434.78
"SO - 0002768",2018-01-08 00:00:00.000,2018-01-13 00:00:00.000,18,"Wholesale","EUR","AXW291",52,9,11,5494,3296.4,60434,36260.4,24173.6
"SO - 0002145",2018-01-09 00:00:00.000,2018-01-19 00:00:00.000,19,"Wholesale","EUR","AXW291",13,7,9,2331.6,1282.38,20984.399999999998,11541.420000000002,9442.9799999999959
"SO - 0001727",2018-01-10 00:00:00.000,2018-01-27 00:00:00.000,9,"Wholesale","EUR","AXW291",92,5,12,3879.3,2715.5099999999998,46551.600000000006,32586.119999999995,13965.48000000001
"SO - 0007703",2018-01-12 00:00:00.000,2018-01-22 00:00:00.000,44,"Wholesale","EUR","AXW291",68,1,5,1983.2,1685.72,9916,8428.6,1487.3999999999996
"SO - 0003403",2018-01-17 00:00:00.000,2018-01-31 00:00:00.000,47,"Wholesale","EUR","AXW291",4,7,7,2559.4,1356.4820000000002,17915.8,9495.3740000000016,8420.4259999999977
"SO - 0004240",2018-01-20 00:00:00.000,2018-01-30 00:00:00.000,18,"Wholesale","EUR","AXW291",89,7,6,1125.6000000000001,484.00800000000004,6753.6,2904.0480000000002,3849.552
"SO - 0002381",2018-01-22 00:00:00.000,2018-01-31 00:00:00.000,33,"Wholesale","EUR","AXW291",63,1,7,1976.5,1462.61,13835.5,10238.269999999999,3597.2300000000014
"SO - 0003203",2018-01-23 00:00:00.000,2018-02-01 00:00:00.000,35,"Wholesale","EUR","AXW291",15,13,11,2338.3,1964.172,25721.300000000003,21605.892,4115.4080000000031
"SO - 0003520",2018-01-24 00:00:00.000,2018-02-01 00:00:00.000,41,"Wholesale","EUR","AXW291",87,1,11,1038.5,633.485,11423.5,6968.335,4455.165
"SO - 0001061",2018-01-26 00:00:00.000,2018-02-10 00:00:00.000,44,"Wholesale","EUR","AXW291",57,1,5,167.5,110.55000000000001,837.5,552.75,284.75
"SO - 0002011",2018-01-28 00:00:00.000,2018-02-09 00:00:00.000,35,"Wholesale","EUR","AXW291",67,10,9,1025.1000000000001,512.55000000000007,9225.9000000000015,4612.9500000000007,4612.9500000000007
"SO - 000885",2018-01-31 00:00:00.000,2018-02-12 00:00:00.000,6,"Wholesale","EUR","AXW291",50,5,12,3986.5,2870.2799999999997,47838,34443.36,13394.64
"SO - 0005589",2018-02-06 00:00:00.000,2018-02-21 00:00:00.000,3,"Wholesale","EUR","AXW291",61,9,9,234.5,194.635,2110.5,1751.715,358.78500000000008
"SO - 0002045",2018-02-07 00:00:00.000,2018-02-19 00:00:00.000,38,"Wholesale","EUR","AXW291",77,9,8,2324.9,1464.6870000000001,18599.2,11717.496000000001,6881.704
"SO - 0006461",2018-02-08 00:00:00.000,2018-02-25 00:00:00.000,1,"Wholesale","EUR","AXW291",26,6,12,1118.9,447.56000000000006,13426.800000000001,5370.7200000000012,8056.08
"SO - 0005221",2018-02-10 00:00:00.000,2018-02-25 00:00:00.000,3,"Wholesale","EUR","AXW291",49,10,11,1748.7,699.48,19235.7,7694.2800000000007,11541.42
"SO - 000785",2018-02-11 00:00:00.000,2018-02-23 00:00:00.000,30,"Wholesale","EUR","AXW291",43,2,8,3363.4,1681.7,26907.2,13453.6,13453.6
"SO - 0001970",2018-02-12 00:00:00.000,2018-02-26 00:00:00.000,29,"Wholesale","EUR","AXW291",99,7,7,5165.7,2066.28,36159.9,14463.960000000001,21695.940000000002
"SO - 0007984",2018-02-12 00:00:00.000,2018-02-18 00:00:00.000,13,"Wholesale","EUR","AXW291",97,1,12,3899.4,1949.7,46792.8,23396.4,23396.4
"SO - 0007065",2018-02-13 00:00:00.000,2018-02-28 00:00:00.000,46,"Wholesale","EUR","AXW291",24,5,11,247.9,195.841,2726.9,2154.251,572.64899999999989
"SO - 0003105",2018-02-15 00:00:00.000,2018-02-18 00:00:00.000,47,"Wholesale","EUR","AXW291",94,7,10,5038.4000000000005,2267.28,50384.000000000007,22672.800000000003,27711.200000000004
"SO - 0001174",2018-02-16 00:00:00.000,2018-03-01 00:00:00.000,3,"Wholesale","EUR","AXW291",75,2,9,924.6,564.006,8321.4,5076.054,3245.3459999999995
"SO - 0001715",2018-02-17 00:00:00.000,2018-02-20 00:00:00.000,24,"Wholesale","EUR","AXW291",17,7,6,3296.4,2505.264,19778.4,15031.584,4746.8160000000007
"SO - 0004161",2018-02-17 00:00:00.000,2018-03-04 00:00:00.000,31,"Wholesale","EUR","AXW291",68,13,7,5219.3,3601.317,36535.1,25209.219,11325.880999999998
"SO - 0005382",2018-02-18 00:00:00.000,2018-02-24 00:00:00.000,38,"Wholesale","EUR","AXW291",69,14,9,5956.3,4467.225,53606.700000000004,40205.025,13401.675000000003
"SO - 0005911",2018-02-18 00:00:00.000,2018-02-26 00:00:00.000,35,"Wholesale","EUR","AXW291",33,2,9,1855.9,965.0680000000001,16703.100000000002,8685.612000000001,8017.4880000000012
"SO - 0007107",2018-02-24 00:00:00.000,2018-03-02 00:00:00.000,48,"Wholesale","EUR","AXW291",23,11,11,5092,3360.7200000000003,56012,36967.920000000006,19044.079999999994
"SO - 0004434",2018-03-02 00:00:00.000,2018-03-08 00:00:00.000,43,"Wholesale","EUR","AXW291",83,4,5,167.5,77.05,837.5,385.25,452.25
"SO - 0003690",2018-03-06 00:00:00.000,2018-03-16 00:00:00.000,37,"Wholesale","EUR","AXW291",64,1,11,3999.9,2279.9429999999998,43998.9,25079.372999999996,18919.527000000006
"SO - 000156",2018-03-08 00:00:00.000,2018-03-24 00:00:00.000,32,"Wholesale","EUR","AXW291",11,6,7,1112.2,756.296,7785.4000000000015,5294.072,2491.3280000000004
"SO - 0006094",2018-03-08 00:00:00.000,2018-03-16 00:00:00.000,2,"Wholesale","EUR","AXW291",73,7,5,1199.3,791.538,5996.5,3957.69,2038.81
"SO - 000359",2018-03-09 00:00:00.000,2018-03-16 00:00:00.000,34,"Wholesale","EUR","AXW291",37,5,5,1125.6000000000001,776.664,5628.0000000000009,3883.3199999999997,1744.6800000000012
"SO - 000981",2018-03-09 00:00:00.000,2018-03-16 00:00:00.000,12,"Wholesale","EUR","AXW291",36,2,10,1922.9,903.763,19229,9037.630000000001,10191.369999999999
"SO - 0006906",2018-03-09 00:00:00.000,2018-03-15 00:00:00.000,42,"Wholesale","EUR","AXW291",2,11,8,5152.3,2524.627,41218.4,20197.016,21021.384000000002
"SO - 0002150",2018-03-10 00:00:00.000,2018-03-21 00:00:00.000,48,"Wholesale","EUR","AXW291",55,1,10,2217.7000000000003,1552.39,22177.000000000004,15523.900000000001,6653.1000000000022
"SO - 0003255",2018-03-12 00:00:00.000,2018-03-22 00:00:00.000,40,"Wholesale","EUR","AXW291",1,10,5,911.2,756.296,4556,3781.4800000000005,774.51999999999953
"SO - 0003553",2018-03-17 00:00:00.000,2018-03-25 00:00:00.000,42,"Wholesale","EUR","AXW291",2,2,6,3859.2000000000003,3241.728,23155.2,19450.368000000002,3704.8319999999985
"SO - 0006045",2018-03-20 00:00:00.000,2018-04-03 00:00:00.000,30,"Wholesale","EUR","AXW291",16,11,12,1139,569.5,13668,6834,6834
"SO - 000412",2018-03-25 00:00:00.000,2018-04-07 00:00:00.000,36,"Wholesale","EUR","AXW291",47,11,8,1105.5,851.235,8844,6809.88,2034.12
"SO - 0007357",2018-03-27 00:00:00.000,2018-04-10 00:00:00.000,47,"Wholesale","EUR","AXW291",19,6,11,1105.5,762.795,12160.5,8390.744999999999,3769.755000000001
"SO - 000716",2018-04-03 00:00:00.000,2018-04-18 00:00:00.000,16,"Wholesale","EUR","AXW291",93,4,8,3966.4,2816.144,31731.2,22529.152,9202.0480000000025
"SO - 0006466",2018-04-07 00:00:00.000,2018-04-24 00:00:00.000,3,"Wholesale","EUR","AXW291",80,7,10,3953,2885.69,39530,28856.9,10673.099999999999
"SO - 0004200",2018-04-15 00:00:00.000,2018-04-29 00:00:00.000,32,"Wholesale","EUR","AXW291",95,5,7,221.1,112.761,1547.7,789.327,758.373
"SO - 0006562",2018-04-17 00:00:00.000,2018-05-03 00:00:00.000,8,"Wholesale","EUR","AXW291",25,11,6,3845.8,2961.266,23074.800000000003,17767.596,5307.2040000000015
"SO - 0007611",2018-04-19 00:00:00.000,2018-05-07 00:00:00.000,28,"Wholesale","EUR","AXW291",98,7,5,2566.1,1026.44,12830.5,5132.2000000000007,7698.2999999999993
"SO - 0002782",2018-04-20 00:00:00.000,2018-05-01 00:00:00.000,14,"Wholesale","EUR","AXW291",38,10,10,5688.3,4209.342,56883,42093.42,14789.580000000002
"SO - 000434",2018-04-26 00:00:00.000,2018-05-04 00:00:00.000,27,"Wholesale","EUR","AXW291",7,1,10,2586.2000000000003,2094.8220000000006,25862.000000000004,20948.220000000005,4913.7799999999988
"SO - 0006267",2018-04-26 00:00:00.000,2018-04-30 00:00:00.000,39,"Wholesale","EUR","AXW291",55,1,6,3705.1,2260.111,22230.6,13560.666,8669.934
"SO - 0005775",2018-05-07 00:00:00.000,2018-05-14 00:00:00.000,41,"Wholesale","EUR","AXW291",43,8,5,1956.4,1584.6840000000002,9782,7923.420000000001,1858.579999999999
"SO - 0004058",2018-05-09 00:00:00.000,2018-05-13 00:00:00.000,14,"Wholesale","EUR","AXW291",2,14,10,3102.1,2357.596,31021,23575.96,7445.0400000000009
"SO - 0001263",2018-05-10 00:00:00.000,2018-05-17 00:00:00.000,7,"Wholesale","EUR","AXW291",94,2,12,1072,514.56,12864,6174.7199999999993,6689.2800000000007
"SO - 0001136",2018-05-11 00:00:00.000,2018-05-26 00:00:00.000,28,"Wholesale","EUR","AXW291",84,2,6,5232.7,3767.544,31396.199999999997,22605.264,8790.9359999999979
"SO - 0001264",2018-05-11 00:00:00.000,2018-05-18 00:00:00.000,20,"Wholesale","EUR","AXW291",86,11,7,3946.3,1617.983,27624.100000000002,11325.881,16298.219000000003
"SO - 0006008",2018-05-11 00:00:00.000,2018-05-23 00:00:00.000,5,"Wholesale","EUR","AXW291",91,7,10,5835.7,2509.3509999999997,58357,25093.509999999995,33263.490000000005
"SO - 0003852",2018-05-23 00:00:00.000,2018-06-03 00:00:00.000,40,"Wholesale","EUR","GUT930",80,6,6,1929.6000000000001,1543.6800000000003,11577.6,9262.0800000000017,2315.5199999999986
"SO - 0005022",2018-05-27 00:00:00.000,2018-06-01 00:00:00.000,24,"Wholesale","EUR","GUT930",79,7,12,897.80000000000007,475.83400000000006,10773.6,5710.0080000000007,5063.592
"SO - 0006853",2018-05-27 00:00:00.000,2018-06-13 00:00:00.000,48,"Wholesale","EUR","GUT930",62,4,8,3912.8,3325.88,31302.4,26607.04,4695.3600000000006
"SO - 0006089",2018-06-05 00:00:00.000,2018-06-12 00:00:00.000,2,"Wholesale","EUR","GUT930",5,1,6,830.80000000000007,589.868,4984.8,3539.2080000000005,1445.5919999999996
"SO - 0003140",2018-06-13 00:00:00.000,2018-06-23 00:00:00.000,1,"Wholesale","EUR","GUT930",29,9,5,2492.4,1694.832,12462,8474.16,3987.84
"SO - 0003437",2018-06-15 00:00:00.000,2018-06-19 00:00:00.000,44,"Wholesale","EUR","GUT930",89,11,8,1051.9,715.29200000000014,8415.2,5722.3360000000011,2692.8639999999996
"SO - 0006230",2018-06-20 00:00:00.000,2018-07-01 00:00:00.000,47,"Wholesale","EUR","GUT930",50,1,11,2425.4,1770.542,26679.4,19475.962,7203.4380000000019
"SO - 0005758",2018-06-21 00:00:00.000,2018-06-27 00:00:00.000,23,"Wholesale","EUR","GUT930",81,2,11,5266.2,4212.96,57928.2,46342.56,11585.64
"SO - 0002004",2018-06-22 00:00:00.000,2018-06-25 00:00:00.000,12,"Wholesale","EUR","GUT930",77,7,8,917.9,596.635,7343.2,4773.08,2570.12
"SO - 0003616",2018-06-26 00:00:00.000,2018-07-03 00:00:00.000,31,"Wholesale","EUR","GUT930",74,12,6,1051.9,462.83600000000007,6311.4000000000015,2777.0160000000005,3534.384
"SO - 0004296",2018-06-29 00:00:00.000,2018-07-14 00:00:00.000,25,"Wholesale","EUR","GUT930",75,1,8,1956.4,1408.608,15651.2,11268.864,4382.3360000000011
"SO - 000600",2018-07-01 00:00:00.000,2018-07-19 00:00:00.000,31,"Wholesale","EUR","GUT930",78,13,8,790.6,672.01,6324.8,5376.08,948.72000000000025
"SO - 0006910",2018-07-02 00:00:00.000,2018-07-09 00:00:00.000,12,"Wholesale","EUR","GUT930",63,11,12,1005,824.09999999999991,12060,9889.1999999999989,2170.8000000000011
"SO - 000668",2018-07-03 00:00:00.000,2018-07-15 00:00:00.000,25,"Wholesale","EUR","GUT930",18,1,6,247.9,158.656,1487.4,951.936,535.464
"SO - 0006337",2018-07-03 00:00:00.000,2018-07-21 00:00:00.000,27,"Wholesale","EUR","GUT930",69,9,5,268,160.79999999999998,1340,803.99999999999989,536.00000000000011
"SO - 0007557",2018-07-08 00:00:00.000,2018-07-22 00:00:00.000,16,"Wholesale","EUR","GUT930",14,11,5,1902.8,761.12,9514,3805.6,5708.4
"SO - 000387",2018-07-11 00:00:00.000,2018-07-25 00:00:00.000,31,"Wholesale","EUR","GUT930",1,11,5,938,572.18,4690,2860.8999999999996,1829.1000000000004
"SO - 0004899",2018-07-13 00:00:00.000,2018-07-31 00:00:00.000,7,"Wholesale","EUR","GUT930",45,11,12,877.7,465.18100000000004,10532.400000000001,5582.1720000000005,4950.228000000001
"SO - 0006395",2018-07-19 00:00:00.000,2018-08-02 00:00:00.000,34,"Wholesale","EUR","GUT930",59,4,10,5453.8,3544.9700000000003,54538,35449.700000000004,19088.299999999996
"SO - 0003908",2018-07-21 00:00:00.000,2018-07-30 00:00:00.000,17,"Wholesale","EUR","GUT930",39,9,10,3149,1952.3799999999999,31490,19523.8,11966.2
"SO - 0003705",2018-07-23 00:00:00.000,2018-07-27 00:00:00.000,25,"Wholesale","EUR","GUT930",22,5,12,1989.9,1591.92,23878.800000000003,19103.04,4775.760000000002
"SO - 0004317",2018-07-23 00:00:00.000,2018-07-28 00:00:00.000,18,"Wholesale","EUR","GUT930",65,7,12,5540.9000000000015,4100.2660000000005,66490.8,49203.19200000001,17287.607999999993
"SO - 0002471",2018-07-24 00:00:00.000,2018-08-01 00:00:00.000,10,"Wholesale","EUR","GUT930",7,13,9,2680,2090.4,24120,18813.600000000002,5306.3999999999978
